assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_004154045.1,PRJNA224116,SAMN08563018,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS29326,,latest,Complete Genome,Major,Full,2019/02/11,ASM415404v1,Houston Methodist Research Institute,GCA_004154045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/045/GCF_004154045.1_ASM415404v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154045.1/GCF_004154045.1_ASM415404v1_genomic.fna.gz,STPY.0321.00049,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154045.1_ASM415404v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154045.1_ASM415404v1_genomic.fna_prepare-split125N.fna,1940684,1,1,GCF_004154045.1_ASM415404v1_genomic.fna_prepare-split125N.fna,ASM415404v1,MGAS29326,Streptococcus pyogenes MGAS29326
GCF_004154065.1,PRJNA224116,SAMN08562978,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS29284,,latest,Complete Genome,Major,Full,2019/02/11,ASM415406v1,Houston Methodist Research Institute,GCA_004154065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/065/GCF_004154065.1_ASM415406v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154065.1/GCF_004154065.1_ASM415406v1_genomic.fna.gz,STPY.0321.00051,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154065.1_ASM415406v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154065.1_ASM415406v1_genomic.fna_prepare-split125N.fna,1946265,1,1,GCF_004154065.1_ASM415406v1_genomic.fna_prepare-split125N.fna,ASM415406v1,MGAS29284,Streptococcus pyogenes MGAS29284
GCF_004154085.1,PRJNA224116,SAMN08562542,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28746,,latest,Complete Genome,Major,Full,2019/02/11,ASM415408v1,Houston Methodist Research Institute,GCA_004154085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/085/GCF_004154085.1_ASM415408v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154085.1/GCF_004154085.1_ASM415408v1_genomic.fna.gz,STPY.0321.00056,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154085.1_ASM415408v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154085.1_ASM415408v1_genomic.fna_prepare-split125N.fna,1853620,1,1,GCF_004154085.1_ASM415408v1_genomic.fna_prepare-split125N.fna,ASM415408v1,MGAS28746,Streptococcus pyogenes MGAS28746
GCF_004154105.1,PRJNA224116,SAMN08562482,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28686,,latest,Complete Genome,Major,Full,2019/02/11,ASM415410v1,Houston Methodist Research Institute,GCA_004154105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/105/GCF_004154105.1_ASM415410v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154105.1/GCF_004154105.1_ASM415410v1_genomic.fna.gz,STPY.0321.00054,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154105.1_ASM415410v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154105.1_ASM415410v1_genomic.fna_prepare-split125N.fna,1894087,1,1,GCF_004154105.1_ASM415410v1_genomic.fna_prepare-split125N.fna,ASM415410v1,MGAS28686,Streptococcus pyogenes MGAS28686
GCF_004154125.1,PRJNA224116,SAMN08562467,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28669,,latest,Complete Genome,Major,Full,2019/02/11,ASM415412v1,Houston Methodist Research Institute,GCA_004154125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/125/GCF_004154125.1_ASM415412v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154125.1/GCF_004154125.1_ASM415412v1_genomic.fna.gz,STPY.0321.00052,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154125.1_ASM415412v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154125.1_ASM415412v1_genomic.fna_prepare-split125N.fna,1905059,1,1,GCF_004154125.1_ASM415412v1_genomic.fna_prepare-split125N.fna,ASM415412v1,MGAS28669,Streptococcus pyogenes MGAS28669
GCF_004154145.1,PRJNA224116,SAMN08562449,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28650,,latest,Complete Genome,Major,Full,2019/02/11,ASM415414v1,Houston Methodist Research Institute,GCA_004154145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/145/GCF_004154145.1_ASM415414v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154145.1/GCF_004154145.1_ASM415414v1_genomic.fna.gz,STPY.0321.00062,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154145.1_ASM415414v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154145.1_ASM415414v1_genomic.fna_prepare-split125N.fna,1851876,1,1,GCF_004154145.1_ASM415414v1_genomic.fna_prepare-split125N.fna,ASM415414v1,MGAS28650,Streptococcus pyogenes MGAS28650
GCF_004154165.1,PRJNA224116,SAMN08556433,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28533,,latest,Complete Genome,Major,Full,2019/02/11,ASM415416v1,Houston Methodist Research Institute,GCA_004154165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/165/GCF_004154165.1_ASM415416v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154165.1/GCF_004154165.1_ASM415416v1_genomic.fna.gz,STPY.0321.00058,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154165.1_ASM415416v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154165.1_ASM415416v1_genomic.fna_prepare-split125N.fna,1893263,1,1,GCF_004154165.1_ASM415416v1_genomic.fna_prepare-split125N.fna,ASM415416v1,MGAS28533,Streptococcus pyogenes MGAS28533
GCF_004154185.1,PRJNA224116,SAMN08556272,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28360,,latest,Complete Genome,Major,Full,2019/02/11,ASM415418v1,Houston Methodist Research Institute,GCA_004154185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/185/GCF_004154185.1_ASM415418v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154185.1/GCF_004154185.1_ASM415418v1_genomic.fna.gz,STPY.0321.00065,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154185.1_ASM415418v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154185.1_ASM415418v1_genomic.fna_prepare-split125N.fna,1893041,1,1,GCF_004154185.1_ASM415418v1_genomic.fna_prepare-split125N.fna,ASM415418v1,MGAS28360,Streptococcus pyogenes MGAS28360
GCF_004154205.1,PRJNA224116,SAMN08556245,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28330,,latest,Complete Genome,Major,Full,2019/02/11,ASM415420v1,Houston Methodist Research Institute,GCA_004154205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/205/GCF_004154205.1_ASM415420v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154205.1/GCF_004154205.1_ASM415420v1_genomic.fna.gz,STPY.0321.00068,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154205.1_ASM415420v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154205.1_ASM415420v1_genomic.fna_prepare-split125N.fna,1851619,1,1,GCF_004154205.1_ASM415420v1_genomic.fna_prepare-split125N.fna,ASM415420v1,MGAS28330,Streptococcus pyogenes MGAS28330
GCF_004154225.1,PRJNA224116,SAMN08556197,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28278,,latest,Complete Genome,Major,Full,2019/02/11,ASM415422v1,Houston Methodist Research Institute,GCA_004154225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/225/GCF_004154225.1_ASM415422v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154225.1/GCF_004154225.1_ASM415422v1_genomic.fna.gz,STPY.0321.00069,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154225.1_ASM415422v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154225.1_ASM415422v1_genomic.fna_prepare-split125N.fna,1893446,1,1,GCF_004154225.1_ASM415422v1_genomic.fna_prepare-split125N.fna,ASM415422v1,MGAS28278,Streptococcus pyogenes MGAS28278
GCF_004154245.1,PRJNA224116,SAMN08556190,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28271,,latest,Complete Genome,Major,Full,2019/02/11,ASM415424v1,Houston Methodist Research Institute,GCA_004154245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/245/GCF_004154245.1_ASM415424v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154245.1/GCF_004154245.1_ASM415424v1_genomic.fna.gz,STPY.0321.00070,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154245.1_ASM415424v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154245.1_ASM415424v1_genomic.fna_prepare-split125N.fna,1842830,1,1,GCF_004154245.1_ASM415424v1_genomic.fna_prepare-split125N.fna,ASM415424v1,MGAS28271,Streptococcus pyogenes MGAS28271
GCF_004154265.1,PRJNA224116,SAMN08556116,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28191,,latest,Complete Genome,Major,Full,2019/02/11,ASM415426v1,Houston Methodist Research Institute,GCA_004154265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/265/GCF_004154265.1_ASM415426v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154265.1/GCF_004154265.1_ASM415426v1_genomic.fna.gz,STPY.0321.00071,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154265.1_ASM415426v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154265.1_ASM415426v1_genomic.fna_prepare-split125N.fna,1892473,1,1,GCF_004154265.1_ASM415426v1_genomic.fna_prepare-split125N.fna,ASM415426v1,MGAS28191,Streptococcus pyogenes MGAS28191
GCF_004154285.1,PRJNA224116,SAMN08555801,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS11115,,latest,Complete Genome,Major,Full,2019/02/11,ASM415428v1,Houston Methodist Research Institute,GCA_004154285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/285/GCF_004154285.1_ASM415428v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154285.1/GCF_004154285.1_ASM415428v1_genomic.fna.gz,STPY.0321.00072,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154285.1_ASM415428v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154285.1_ASM415428v1_genomic.fna_prepare-split125N.fna,1851403,1,1,GCF_004154285.1_ASM415428v1_genomic.fna_prepare-split125N.fna,ASM415428v1,MGAS11115,Streptococcus pyogenes MGAS11115
GCF_004154305.1,PRJNA224116,SAMN08555796,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS11108,,latest,Complete Genome,Major,Full,2019/02/11,ASM415430v1,Houston Methodist Research Institute,GCA_004154305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/305/GCF_004154305.1_ASM415430v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154305.1/GCF_004154305.1_ASM415430v1_genomic.fna.gz,STPY.0321.00073,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154305.1_ASM415430v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154305.1_ASM415430v1_genomic.fna_prepare-split125N.fna,1853812,1,1,GCF_004154305.1_ASM415430v1_genomic.fna_prepare-split125N.fna,ASM415430v1,MGAS11108,Streptococcus pyogenes MGAS11108
GCF_004154325.1,PRJNA224116,SAMN08562766,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS29064,,latest,Complete Genome,Major,Full,2019/02/11,ASM415432v1,Houston Methodist Research Institute,GCA_004154325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/325/GCF_004154325.1_ASM415432v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154325.1/GCF_004154325.1_ASM415432v1_genomic.fna.gz,STPY.0321.00074,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154325.1_ASM415432v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154325.1_ASM415432v1_genomic.fna_prepare-split125N.fna,1839848,1,1,GCF_004154325.1_ASM415432v1_genomic.fna_prepare-split125N.fna,ASM415432v1,MGAS29064,Streptococcus pyogenes MGAS29064
GCF_004154345.1,PRJNA224116,SAMN08556297,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28386,,latest,Complete Genome,Major,Full,2019/02/11,ASM415434v1,Houston Methodist Research Institute,GCA_004154345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/345/GCF_004154345.1_ASM415434v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154345.1/GCF_004154345.1_ASM415434v1_genomic.fna.gz,STPY.0321.00075,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154345.1_ASM415434v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154345.1_ASM415434v1_genomic.fna_prepare-split125N.fna,1837594,1,1,GCF_004154345.1_ASM415434v1_genomic.fna_prepare-split125N.fna,ASM415434v1,MGAS28386,Streptococcus pyogenes MGAS28386
GCF_004154365.1,PRJNA224116,SAMN08556024,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS28078,,latest,Complete Genome,Major,Full,2019/02/11,ASM415436v1,Houston Methodist Research Institute,GCA_004154365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/365/GCF_004154365.1_ASM415436v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154365.1/GCF_004154365.1_ASM415436v1_genomic.fna.gz,STPY.0321.00076,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154365.1_ASM415436v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154365.1_ASM415436v1_genomic.fna_prepare-split125N.fna,1880780,1,1,GCF_004154365.1_ASM415436v1_genomic.fna_prepare-split125N.fna,ASM415436v1,MGAS28078,Streptococcus pyogenes MGAS28078
GCF_004154385.1,PRJNA224116,SAMN08555770,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS11052,,latest,Complete Genome,Major,Full,2019/02/11,ASM415438v1,Houston Methodist Research Institute,GCA_004154385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/385/GCF_004154385.1_ASM415438v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154385.1/GCF_004154385.1_ASM415438v1_genomic.fna.gz,STPY.0321.00077,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154385.1_ASM415438v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154385.1_ASM415438v1_genomic.fna_prepare-split125N.fna,1907750,1,1,GCF_004154385.1_ASM415438v1_genomic.fna_prepare-split125N.fna,ASM415438v1,MGAS11052,Streptococcus pyogenes MGAS11052
GCF_004154405.1,PRJNA224116,SAMN08555766,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS10826,,latest,Complete Genome,Major,Full,2019/02/11,ASM415440v1,Houston Methodist Research Institute,GCA_004154405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/405/GCF_004154405.1_ASM415440v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154405.1/GCF_004154405.1_ASM415440v1_genomic.fna.gz,STPY.0321.00078,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154405.1_ASM415440v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004154405.1_ASM415440v1_genomic.fna_prepare-split125N.fna,1852263,1,1,GCF_004154405.1_ASM415440v1_genomic.fna_prepare-split125N.fna,ASM415440v1,MGAS10826,Streptococcus pyogenes MGAS10826
GCF_004193935.1,PRJNA224116,SAMN09867132,,,na,,1314,1314,Streptococcus pyogenes,strain=SP1336,,latest,Complete Genome,Major,Full,2019/02/13,ASM419393v1,University of Melbourne,GCA_004193935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/193/935/GCF_004193935.1_ASM419393v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004193935.1/GCF_004193935.1_ASM419393v1_genomic.fna.gz,STPY.0321.00079,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004193935.1_ASM419393v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004193935.1_ASM419393v1_genomic.fna_prepare-split125N.fna,1878827,1,1,GCF_004193935.1_ASM419393v1_genomic.fna_prepare-split125N.fna,ASM419393v1,SP1336,Streptococcus pyogenes SP1336
GCF_005160445.1,PRJNA224116,SAMN10793328,,,na,,1314,1314,Streptococcus pyogenes,strain=emm57,,latest,Complete Genome,Major,Full,2019/05/06,ASM516044v1,University of Melbourne,GCA_005160445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/160/445/GCF_005160445.1_ASM516044v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005160445.1/GCF_005160445.1_ASM516044v1_genomic.fna.gz,STPY.0321.00060,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005160445.1_ASM516044v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005160445.1_ASM516044v1_genomic.fna_prepare-split125N.fna,1756622,1,1,GCF_005160445.1_ASM516044v1_genomic.fna_prepare-split125N.fna,ASM516044v1,emm57,Streptococcus pyogenes emm57
GCF_005160565.1,PRJNA224116,SAMN10793327,,,na,,1314,1314,Streptococcus pyogenes,strain=emm74,,latest,Complete Genome,Major,Full,2019/05/06,ASM516056v1,University of Melbourne,GCA_005160565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/160/565/GCF_005160565.1_ASM516056v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005160565.1/GCF_005160565.1_ASM516056v1_genomic.fna.gz,STPY.0321.00081,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005160565.1_ASM516056v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005160565.1_ASM516056v1_genomic.fna_prepare-split125N.fna,1861037,1,1,GCF_005160565.1_ASM516056v1_genomic.fna_prepare-split125N.fna,ASM516056v1,emm74,Streptococcus pyogenes emm74
GCF_005160785.1,PRJNA224116,SAMN10793326,,,na,,1314,1314,Streptococcus pyogenes,strain=emmSTG866.1,,latest,Complete Genome,Major,Full,2019/05/06,ASM516078v1,University of Melbourne,GCA_005160785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/160/785/GCF_005160785.1_ASM516078v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005160785.1/GCF_005160785.1_ASM516078v1_genomic.fna.gz,STPY.0321.00080,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005160785.1_ASM516078v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005160785.1_ASM516078v1_genomic.fna_prepare-split125N.fna,1816007,1,1,GCF_005160785.1_ASM516078v1_genomic.fna_prepare-split125N.fna,ASM516078v1,emmSTG866.1,Streptococcus pyogenes emmSTG866.1
GCF_005160925.1,PRJNA224116,SAMN10793324,,,na,,1314,1314,Streptococcus pyogenes,strain=emm55,,latest,Complete Genome,Major,Full,2019/05/06,ASM516092v1,University of Melbourne,GCA_005160925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/160/925/GCF_005160925.1_ASM516092v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005160925.1/GCF_005160925.1_ASM516092v1_genomic.fna.gz,STPY.0321.00083,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005160925.1_ASM516092v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005160925.1_ASM516092v1_genomic.fna_prepare-split125N.fna,1899479,1,1,GCF_005160925.1_ASM516092v1_genomic.fna_prepare-split125N.fna,ASM516092v1,emm55,Streptococcus pyogenes emm55
GCF_005161125.1,PRJNA224116,SAMN10793323,,,na,,1314,1314,Streptococcus pyogenes,strain=emm105,,latest,Complete Genome,Major,Full,2019/05/06,ASM516112v1,University of Melbourne,GCA_005161125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/125/GCF_005161125.1_ASM516112v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161125.1/GCF_005161125.1_ASM516112v1_genomic.fna.gz,STPY.0321.00082,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161125.1_ASM516112v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161125.1_ASM516112v1_genomic.fna_prepare-split125N.fna,1800116,1,1,GCF_005161125.1_ASM516112v1_genomic.fna_prepare-split125N.fna,ASM516112v1,emm105,Streptococcus pyogenes emm105
GCF_005161325.1,PRJNA224116,SAMN10793319,,,na,,1314,1314,Streptococcus pyogenes,strain=emm64.3,,latest,Complete Genome,Major,Full,2019/05/06,ASM516132v1,University of Melbourne,GCA_005161325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/325/GCF_005161325.1_ASM516132v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161325.1/GCF_005161325.1_ASM516132v1_genomic.fna.gz,STPY.0321.00084,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161325.1_ASM516132v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161325.1_ASM516132v1_genomic.fna_prepare-split125N.fna,1779766,1,1,GCF_005161325.1_ASM516132v1_genomic.fna_prepare-split125N.fna,ASM516132v1,emm64.3,Streptococcus pyogenes emm64.3
GCF_005161465.1,PRJNA224116,SAMN10793317,,,na,,1314,1314,Streptococcus pyogenes,strain=emm78.3,,latest,Complete Genome,Major,Full,2019/05/06,ASM516146v1,University of Melbourne,GCA_005161465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/465/GCF_005161465.1_ASM516146v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161465.1/GCF_005161465.1_ASM516146v1_genomic.fna.gz,STPY.0321.00085,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161465.1_ASM516146v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161465.1_ASM516146v1_genomic.fna_prepare-split125N.fna,1806521,1,1,GCF_005161465.1_ASM516146v1_genomic.fna_prepare-split125N.fna,ASM516146v1,emm78.3,Streptococcus pyogenes emm78.3
GCF_005161605.1,PRJNA224116,SAMN10793316,,,na,,1314,1314,Streptococcus pyogenes,strain=emm22.8,,latest,Complete Genome,Major,Full,2019/05/06,ASM516160v1,University of Melbourne,GCA_005161605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/605/GCF_005161605.1_ASM516160v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161605.1/GCF_005161605.1_ASM516160v1_genomic.fna.gz,STPY.0321.00086,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161605.1_ASM516160v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161605.1_ASM516160v1_genomic.fna_prepare-split125N.fna,1950616,1,1,GCF_005161605.1_ASM516160v1_genomic.fna_prepare-split125N.fna,ASM516160v1,emm22.8,Streptococcus pyogenes emm22.8
GCF_005161825.1,PRJNA224116,SAMN10793314,,,na,,1314,1314,Streptococcus pyogenes,strain=emm124,,latest,Complete Genome,Major,Full,2019/05/06,ASM516182v1,University of Melbourne,GCA_005161825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/825/GCF_005161825.1_ASM516182v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161825.1/GCF_005161825.1_ASM516182v1_genomic.fna.gz,STPY.0321.00087,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161825.1_ASM516182v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161825.1_ASM516182v1_genomic.fna_prepare-split125N.fna,1790668,1,1,GCF_005161825.1_ASM516182v1_genomic.fna_prepare-split125N.fna,ASM516182v1,emm124,Streptococcus pyogenes emm124
GCF_005161985.1,PRJNA224116,SAMN10793311,,,na,,1314,1314,Streptococcus pyogenes,strain=emm58,,latest,Complete Genome,Major,Full,2019/05/06,ASM516198v1,University of Melbourne,GCA_005161985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/985/GCF_005161985.1_ASM516198v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161985.1/GCF_005161985.1_ASM516198v1_genomic.fna.gz,STPY.0321.00088,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161985.1_ASM516198v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005161985.1_ASM516198v1_genomic.fna_prepare-split125N.fna,1888806,1,1,GCF_005161985.1_ASM516198v1_genomic.fna_prepare-split125N.fna,ASM516198v1,emm58,Streptococcus pyogenes emm58
