block,species,chr,chr_beg,chr_end,orientation
94,STPY.0321.00211,1,583320,590983,-
94,STPY.0321.00138,1,1155452,1163115,+
94,STPY.0321.00002,1,1606362,1614025,-
94,STPY.0321.00212,1,583313,590976,-
94,STPY.0321.00210,1,1324280,1331943,+
94,STPY.0321.00173,1,580536,588199,-
94,STPY.0321.00175,1,607745,615408,-
94,STPY.0321.00172,1,1155342,1163005,+
94,STPY.0321.00170,1,659397,667060,-
94,STPY.0321.00069,1,644588,652251,-
94,STPY.0321.00179,1,1162196,1169859,+
94,STPY.0321.00182,1,668062,675725,-
94,STPY.0321.00189,1,616748,624411,-
94,STPY.0321.00010,1,577594,585257,-
94,STPY.0321.00024,1,1222031,1229694,+
94,STPY.0321.00058,1,1264110,1271773,+
94,STPY.0321.00021,1,1116188,1123851,+
94,STPY.0321.00159,1,1206339,1214002,+
94,STPY.0321.00178,1,591539,599202,-
94,STPY.0321.00188,1,628909,636572,-
94,STPY.0321.00040,1,601925,609531,-
94,STPY.0321.00106,1,657531,665194,-
94,STPY.0321.00017,1,1126522,1134185,+
94,STPY.0321.00186,1,622859,630522,-
94,STPY.0321.00111,1,604637,612300,-
94,STPY.0321.00030,1,596504,604167,-
94,STPY.0321.00185,1,645992,653655,-
94,STPY.0321.00190,1,1224166,1231829,+
94,STPY.0321.00180,1,1191785,1199448,+
94,STPY.0321.00181,1,582805,590468,-
94,STPY.0321.00023,1,1266809,1274472,+
94,STPY.0321.00184,1,1192230,1199893,+
94,STPY.0321.00183,1,633246,640909,-
94,STPY.0321.00165,1,611911,619574,-
94,STPY.0321.00047,1,1264354,1272017,+
94,STPY.0321.00095,1,603565,611228,-
94,STPY.0321.00039,1,1218339,1226002,+
94,STPY.0321.00036,1,624187,631850,-
94,STPY.0321.00076,1,1223318,1230981,+
94,STPY.0321.00035,1,1192721,1200384,+
94,STPY.0321.00027,1,603582,611245,-
94,STPY.0321.00031,1,659324,666987,-
94,STPY.0321.00034,1,598882,606545,-
94,STPY.0321.00158,1,986865,994528,+
94,STPY.0321.00052,1,1275616,1283279,+
94,STPY.0321.00029,1,629109,636772,-
94,STPY.0321.00054,1,1265361,1273024,+
94,STPY.0321.00150,1,600509,608172,-
94,STPY.0321.00177,1,1159782,1167445,+
94,STPY.0321.00011,1,708902,716565,-
94,STPY.0321.00009,1,646090,653753,-
94,STPY.0321.00020,1,708892,716555,-
94,STPY.0321.00008,1,583320,590983,-
94,STPY.0321.00013,1,1240932,1248595,+
94,STPY.0321.00014,1,597243,604906,-
94,STPY.0321.00018,1,708913,716576,-
94,STPY.0321.00012,1,602376,610039,-
94,STPY.0321.00081,1,694696,702359,-
94,STPY.0321.00045,1,603855,611518,-
94,STPY.0321.00004,1,1263357,1271020,+
94,STPY.0321.00006,1,274387,282050,-
94,STPY.0321.00196,1,1197134,1204797,+
94,STPY.0321.00015,1,612901,620564,-
94,STPY.0321.00025,1,1225356,1233019,+
94,STPY.0321.00022,1,1222849,1230512,+
94,STPY.0321.00149,1,605930,613593,-
94,STPY.0321.00026,1,644803,652466,-
94,STPY.0321.00016,1,670851,678514,-
95,STPY.0321.00072,1,1229204,1233762,+
95,STPY.0321.00071,1,1270678,1275236,+
95,STPY.0321.00070,1,1221104,1225662,+
95,STPY.0321.00079,1,640289,644846,-
95,STPY.0321.00080,1,660160,664732,-
95,STPY.0321.00062,1,1230116,1234674,+
95,STPY.0321.00061,1,1291441,1295990,+
95,STPY.0321.00082,1,630067,634640,-
95,STPY.0321.00057,1,1291441,1295990,+
95,STPY.0321.00067,1,623616,628173,-
95,STPY.0321.00065,1,1230505,1235063,+
95,STPY.0321.00066,1,639420,643977,-
95,STPY.0321.00064,1,606240,610797,-
95,STPY.0321.00077,1,1286146,1290704,+
95,STPY.0321.00101,1,624312,628869,-
95,STPY.0321.00102,1,623301,627858,-
95,STPY.0321.00108,1,1326813,1331371,+
95,STPY.0321.00103,1,592604,597161,-
95,STPY.0321.00109,1,1139911,1144484,+
95,STPY.0321.00105,1,598475,603032,-
95,STPY.0321.00087,1,1166519,1171077,+
95,STPY.0321.00097,1,604593,609141,-
95,STPY.0321.00089,1,591127,595684,-
95,STPY.0321.00075,1,1230131,1234689,+
95,STPY.0321.00083,1,680404,684961,-
95,STPY.0321.00086,1,1128567,1133113,+
95,STPY.0321.00085,1,1141445,1146003,+
95,STPY.0321.00094,1,602930,607503,-
95,STPY.0321.00096,1,601363,605911,-
95,STPY.0321.00093,1,600595,605152,-
95,STPY.0321.00091,1,640363,644920,-
95,STPY.0321.00217,1,1510420,1514977,-
95,STPY.0321.00219,1,164661,169219,+
95,STPY.0321.00213,1,619972,624529,-
95,STPY.0321.00216,1,1319838,1324396,+
95,STPY.0321.00197,1,680054,684600,-
95,STPY.0321.00203,1,638754,643311,-
95,STPY.0321.00218,1,1218159,1222717,+
95,STPY.0321.00204,1,632183,636741,-
95,STPY.0321.00199,1,571392,575949,-
95,STPY.0321.00110,1,1700412,1704969,-
95,STPY.0321.00200,1,617406,621964,-
95,STPY.0321.00099,1,1257532,1262090,+
95,STPY.0321.00051,1,1315241,1319799,+
95,STPY.0321.00198,1,1320784,1325342,+
95,STPY.0321.00128,1,1219394,1223953,+
95,STPY.0321.00033,1,585006,589564,-
95,STPY.0321.00130,1,1219300,1223859,+
95,STPY.0321.00129,1,665103,669661,-
95,STPY.0321.00127,1,1240997,1245555,+
95,STPY.0321.00208,1,605092,609649,-
95,STPY.0321.00068,1,1229561,1234119,+
95,STPY.0321.00050,1,716723,721272,-
95,STPY.0321.00201,1,601230,605787,-
95,STPY.0321.00056,1,1231484,1236042,+
95,STPY.0321.00133,1,595950,600508,-
95,STPY.0321.00134,1,1201412,1205967,+
95,STPY.0321.00078,1,1230368,1234926,+
95,STPY.0321.00132,1,1306045,1310595,+
95,STPY.0321.00115,1,1442871,1447429,+
95,STPY.0321.00001,1,613179,617736,-
95,STPY.0321.00053,1,599247,603804,-
95,STPY.0321.00090,1,1192574,1197121,+
95,STPY.0321.00202,1,599390,603947,-
95,STPY.0321.00048,1,625356,629913,-
95,STPY.0321.00113,1,612870,617427,-
95,STPY.0321.00114,1,612947,617504,-
95,STPY.0321.00121,1,618311,622868,-
95,STPY.0321.00137,1,595688,600246,-
95,STPY.0321.00161,1,621034,625591,-
95,STPY.0321.00007,1,1326508,1331066,+
95,STPY.0321.00205,1,661496,666040,-
95,STPY.0321.00131,1,618416,622973,-
95,STPY.0321.00147,1,1183477,1188040,+
95,STPY.0321.00126,1,624656,629200,-
95,STPY.0321.00098,1,1228227,1232800,+
95,STPY.0321.00116,1,1151579,1156136,-
95,STPY.0321.00156,1,692499,697048,-
95,STPY.0321.00187,1,630890,635434,-
95,STPY.0321.00120,1,1217150,1221708,+
95,STPY.0321.00100,1,1185454,1190013,+
95,STPY.0321.00032,1,1271457,1276015,+
95,STPY.0321.00195,1,640170,644727,-
95,STPY.0321.00084,1,1179963,1184522,+
95,STPY.0321.00215,1,601879,606427,-
95,STPY.0321.00148,1,629840,634388,-
95,STPY.0321.00104,1,634650,639207,-
95,STPY.0321.00171,1,593616,598173,-
95,STPY.0321.00003,1,1320306,1324864,+
95,STPY.0321.00162,1,634726,639275,-
95,STPY.0321.00160,1,592151,596708,-
95,STPY.0321.00142,1,1238551,1243109,+
95,STPY.0321.00063,1,629046,633604,-
95,STPY.0321.00107,1,1208083,1212641,+
95,STPY.0321.00140,1,592322,596879,-
95,STPY.0321.00073,1,1231780,1236338,+
95,STPY.0321.00125,1,701241,705785,-
95,STPY.0321.00123,1,631386,635930,-
95,STPY.0321.00136,1,1133040,1137598,+
95,STPY.0321.00194,1,612795,617343,-
95,STPY.0321.00145,1,599422,603979,-
95,STPY.0321.00059,1,584196,588754,-
95,STPY.0321.00135,1,1249860,1254418,+
95,STPY.0321.00151,1,1174175,1178724,+
95,STPY.0321.00005,1,599080,603637,-
95,STPY.0321.00206,1,600046,604603,-
95,STPY.0321.00139,1,404108,408666,-
95,STPY.0321.00143,1,996498,1001056,+
95,STPY.0321.00176,1,716465,721013,-
95,STPY.0321.00088,1,1218421,1222979,+
95,STPY.0321.00163,1,1214496,1219054,+
95,STPY.0321.00174,1,597662,602219,-
95,STPY.0321.00037,1,589891,594449,-
95,STPY.0321.00153,1,907756,912315,+
95,STPY.0321.00044,1,578723,583280,-
95,STPY.0321.00164,1,621206,625764,-
95,STPY.0321.00060,1,618124,622682,-
95,STPY.0321.00166,1,1285983,1290542,+
95,STPY.0321.00192,1,64857,69415,-
95,STPY.0321.00193,1,1205518,1210077,+
95,STPY.0321.00154,1,1204428,1208987,+
95,STPY.0321.00055,1,627747,632305,-
95,STPY.0321.00155,1,1155475,1160024,+
95,STPY.0321.00074,1,1231924,1236482,+
95,STPY.0321.00167,1,1198635,1203192,+
95,STPY.0321.00112,1,617777,622334,-
95,STPY.0321.00169,1,640860,645406,-
95,STPY.0321.00144,1,605447,609996,-
95,STPY.0321.00157,1,1293178,1297736,+
95,STPY.0321.00168,1,643701,648258,-
95,STPY.0321.00041,1,1314481,1319039,+
95,STPY.0321.00146,1,1190479,1195037,+
95,STPY.0321.00119,1,1230575,1235133,+
95,STPY.0321.00118,1,1213785,1218330,+
95,STPY.0321.00049,1,1284993,1289551,+
95,STPY.0321.00046,1,612550,617107,-
95,STPY.0321.00043,1,1231149,1235707,+
95,STPY.0321.00152,1,650854,655413,-
95,STPY.0321.00141,1,624718,629275,-
95,STPY.0321.00038,1,136325,140883,+
95,STPY.0321.00117,1,624631,629188,-
95,STPY.0321.00122,1,1136972,1141530,+
95,STPY.0321.00042,1,667921,672478,-
95,STPY.0321.00028,1,613006,617554,-
95,STPY.0321.00019,1,1168276,1172835,+
95,STPY.0321.00092,1,596878,601435,-
95,STPY.0321.00124,1,1213857,1218402,+
95,STPY.0321.00207,1,611309,615866,-
95,STPY.0321.00209,1,602517,607074,-
95,STPY.0321.00214,1,599895,604452,-
95,STPY.0321.00191,1,1245900,1250458,+
95,STPY.0321.00211,1,578760,583318,-
95,STPY.0321.00138,1,1163116,1167674,+
95,STPY.0321.00002,1,1601803,1606360,-
95,STPY.0321.00212,1,578753,583311,-
95,STPY.0321.00210,1,1331944,1336502,+
95,STPY.0321.00173,1,575978,580534,-
95,STPY.0321.00175,1,603195,607743,-
95,STPY.0321.00172,1,1163006,1167555,+
95,STPY.0321.00170,1,654838,659395,-
95,STPY.0321.00069,1,640029,644586,-
95,STPY.0321.00179,1,1169860,1174418,+
95,STPY.0321.00182,1,663503,668060,-
95,STPY.0321.00189,1,612189,616746,-
95,STPY.0321.00010,1,573044,577592,-
95,STPY.0321.00024,1,1229695,1234253,+
95,STPY.0321.00058,1,1271774,1276332,+
95,STPY.0321.00021,1,1123852,1128401,+
95,STPY.0321.00159,1,1214003,1218548,+
95,STPY.0321.00178,1,586980,591537,-
95,STPY.0321.00188,1,624350,628907,-
95,STPY.0321.00040,1,597366,601923,-
95,STPY.0321.00106,1,652972,657529,-
95,STPY.0321.00017,1,1134186,1138744,+
95,STPY.0321.00186,1,618300,622857,-
95,STPY.0321.00111,1,600078,604635,-
95,STPY.0321.00030,1,591945,596502,-
95,STPY.0321.00185,1,641433,645990,-
95,STPY.0321.00190,1,1231830,1236388,+
95,STPY.0321.00180,1,1199449,1204007,+
95,STPY.0321.00181,1,578246,582803,-
95,STPY.0321.00023,1,1274473,1279031,+
95,STPY.0321.00184,1,1199894,1204452,+
95,STPY.0321.00183,1,628686,633244,-
95,STPY.0321.00165,1,607361,611909,-
95,STPY.0321.00047,1,1272018,1276576,+
95,STPY.0321.00095,1,599006,603563,-
95,STPY.0321.00039,1,1226003,1230561,+
95,STPY.0321.00036,1,619628,624185,-
95,STPY.0321.00076,1,1230982,1235540,+
95,STPY.0321.00035,1,1200385,1204943,+
95,STPY.0321.00027,1,599023,603580,-
95,STPY.0321.00031,1,654765,659322,-
95,STPY.0321.00034,1,594323,598880,-
95,STPY.0321.00158,1,994539,999088,+
95,STPY.0321.00052,1,1283280,1287838,+
95,STPY.0321.00029,1,624550,629107,-
95,STPY.0321.00054,1,1273025,1277583,+
95,STPY.0321.00150,1,595949,600507,-
95,STPY.0321.00177,1,1167446,1172004,+
95,STPY.0321.00011,1,704356,708900,-
95,STPY.0321.00009,1,641531,646088,-
95,STPY.0321.00020,1,704346,708890,-
95,STPY.0321.00008,1,578760,583318,-
95,STPY.0321.00013,1,1248596,1253154,+
95,STPY.0321.00014,1,592684,597241,-
95,STPY.0321.00018,1,704367,708911,-
95,STPY.0321.00012,1,597817,602374,-
95,STPY.0321.00081,1,690137,694694,-
95,STPY.0321.00045,1,599296,603853,-
95,STPY.0321.00004,1,1271021,1275579,+
95,STPY.0321.00006,1,269827,274376,-
95,STPY.0321.00196,1,1204798,1209356,+
95,STPY.0321.00015,1,608341,612899,-
95,STPY.0321.00025,1,1233020,1237578,+
95,STPY.0321.00022,1,1230513,1235071,+
95,STPY.0321.00149,1,601371,605928,-
95,STPY.0321.00026,1,640244,644801,-
95,STPY.0321.00016,1,666292,670849,-
96,STPY.0321.00072,1,1234636,1246281,+
96,STPY.0321.00071,1,1276110,1287755,+
96,STPY.0321.00070,1,1226536,1238181,+
96,STPY.0321.00079,1,627770,639415,-
96,STPY.0321.00080,1,647640,659285,-
96,STPY.0321.00062,1,1235548,1247193,+
96,STPY.0321.00061,1,1296864,1308508,+
96,STPY.0321.00082,1,617547,629191,-
96,STPY.0321.00057,1,1296864,1308508,+
96,STPY.0321.00067,1,611097,622742,-
96,STPY.0321.00065,1,1235937,1247582,+
96,STPY.0321.00066,1,626901,638546,-
96,STPY.0321.00064,1,593722,605366,-
96,STPY.0321.00077,1,1291578,1303223,+
96,STPY.0321.00101,1,611794,623437,-
96,STPY.0321.00102,1,610781,622426,-
96,STPY.0321.00108,1,1332245,1343885,+
96,STPY.0321.00103,1,580084,591729,-
96,STPY.0321.00109,1,1146960,1158603,+
96,STPY.0321.00105,1,585956,597601,-
96,STPY.0321.00087,1,1171952,1183596,+
96,STPY.0321.00097,1,592072,603717,-
96,STPY.0321.00089,1,578608,590253,-
96,STPY.0321.00075,1,1235563,1247208,+
96,STPY.0321.00083,1,667885,679530,-
96,STPY.0321.00086,1,1135325,1146969,+
96,STPY.0321.00085,1,1146879,1158538,+
96,STPY.0321.00094,1,590425,602054,-
96,STPY.0321.00096,1,588846,600489,-
96,STPY.0321.00093,1,588077,599720,-
96,STPY.0321.00091,1,627844,639489,-
96,STPY.0321.00217,1,1497905,1509546,-
96,STPY.0321.00219,1,170093,181737,+
96,STPY.0321.00213,1,607454,619097,-
96,STPY.0321.00216,1,1325270,1336910,+
96,STPY.0321.00197,1,667543,679177,-
96,STPY.0321.00203,1,626235,637880,-
96,STPY.0321.00218,1,1223593,1235237,+
96,STPY.0321.00204,1,619663,631308,-
96,STPY.0321.00199,1,558877,570518,-
96,STPY.0321.00110,1,1687894,1699537,-
96,STPY.0321.00200,1,604895,616533,-
96,STPY.0321.00099,1,1262965,1274609,+
96,STPY.0321.00051,1,1320673,1332318,+
96,STPY.0321.00198,1,1326216,1337856,+
96,STPY.0321.00128,1,1224825,1236469,+
96,STPY.0321.00033,1,572486,584131,-
96,STPY.0321.00130,1,1224731,1236375,+
96,STPY.0321.00129,1,652586,664231,-
96,STPY.0321.00127,1,1246429,1258072,+
96,STPY.0321.00208,1,592573,604218,-
96,STPY.0321.00068,1,1234993,1246638,+
96,STPY.0321.00050,1,704204,715849,-
96,STPY.0321.00201,1,588712,600355,-
96,STPY.0321.00056,1,1236916,1248561,+
96,STPY.0321.00133,1,583431,595076,-
96,STPY.0321.00134,1,1208170,1219814,+
96,STPY.0321.00078,1,1235800,1247445,+
96,STPY.0321.00132,1,1311475,1323121,+
96,STPY.0321.00115,1,1448303,1459947,+
96,STPY.0321.00001,1,600661,612305,-
96,STPY.0321.00053,1,586727,598373,-
96,STPY.0321.00090,1,1197996,1209640,+
96,STPY.0321.00202,1,586870,598516,-
96,STPY.0321.00048,1,612837,624482,-
96,STPY.0321.00113,1,600352,611996,-
96,STPY.0321.00114,1,600429,612073,-
96,STPY.0321.00121,1,605793,617437,-
96,STPY.0321.00137,1,583169,594814,-
96,STPY.0321.00161,1,608518,620160,-
96,STPY.0321.00007,1,1331940,1343580,+
96,STPY.0321.00205,1,647640,659283,-
96,STPY.0321.00131,1,605898,617541,-
96,STPY.0321.00147,1,1188916,1200560,+
96,STPY.0321.00126,1,610800,622443,-
96,STPY.0321.00098,1,1233676,1245305,+
96,STPY.0321.00116,1,1139060,1150705,-
96,STPY.0321.00156,1,679972,691619,-
96,STPY.0321.00187,1,617100,628743,-
96,STPY.0321.00120,1,1222582,1234226,+
96,STPY.0321.00100,1,1190889,1202533,+
96,STPY.0321.00032,1,1276888,1288532,+
96,STPY.0321.00195,1,627652,639295,-
96,STPY.0321.00084,1,1185396,1197046,+
96,STPY.0321.00215,1,589483,601005,-
96,STPY.0321.00148,1,617327,628966,-
96,STPY.0321.00104,1,622130,633775,-
96,STPY.0321.00171,1,580993,592742,-
96,STPY.0321.00003,1,1325738,1337379,+
96,STPY.0321.00162,1,622206,633852,-
96,STPY.0321.00160,1,579633,591277,-
96,STPY.0321.00142,1,1243985,1255629,+
96,STPY.0321.00063,1,616526,628171,-
96,STPY.0321.00107,1,1213515,1225157,+
96,STPY.0321.00140,1,579805,591448,-
96,STPY.0321.00073,1,1237212,1248857,+
96,STPY.0321.00125,1,687386,699029,-
96,STPY.0321.00123,1,617531,629174,-
96,STPY.0321.00136,1,1138472,1150114,+
96,STPY.0321.00194,1,600274,611919,-
96,STPY.0321.00145,1,586903,598548,-
96,STPY.0321.00059,1,571676,583321,-
96,STPY.0321.00135,1,1255294,1266935,+
96,STPY.0321.00151,1,1179598,1191242,+
96,STPY.0321.00005,1,586560,598206,-
96,STPY.0321.00206,1,587520,599172,-
96,STPY.0321.00139,1,391596,403234,-
96,STPY.0321.00143,1,1001930,1013573,+
96,STPY.0321.00176,1,703956,715591,-
96,STPY.0321.00088,1,1223853,1235498,+
96,STPY.0321.00163,1,1219928,1231573,+
96,STPY.0321.00174,1,585143,596788,-
96,STPY.0321.00037,1,577371,589016,-
96,STPY.0321.00153,1,913189,924833,+
96,STPY.0321.00044,1,566205,577849,-
96,STPY.0321.00164,1,608686,620331,-
96,STPY.0321.00060,1,603900,615439,-
96,STPY.0321.00166,1,1291416,1303061,+
96,STPY.0321.00192,1,52346,63984,-
96,STPY.0321.00193,1,1210949,1222593,+
96,STPY.0321.00154,1,1209861,1221505,+
96,STPY.0321.00055,1,615227,626872,-
96,STPY.0321.00155,1,1160898,1172533,+
96,STPY.0321.00074,1,1237356,1249001,+
96,STPY.0321.00167,1,1204066,1215708,+
96,STPY.0321.00112,1,605259,616903,-
96,STPY.0321.00169,1,628349,639983,-
96,STPY.0321.00144,1,592928,604573,-
96,STPY.0321.00157,1,1298611,1310256,+
96,STPY.0321.00168,1,631152,642827,-
96,STPY.0321.00041,1,1319913,1331558,+
96,STPY.0321.00146,1,1195911,1207555,+
96,STPY.0321.00119,1,1236007,1247652,+
96,STPY.0321.00118,1,1220542,1232184,+
96,STPY.0321.00049,1,1290425,1302070,+
96,STPY.0321.00046,1,600032,611676,-
96,STPY.0321.00043,1,1236581,1248226,+
96,STPY.0321.00152,1,638335,649980,-
96,STPY.0321.00141,1,612199,623844,-
96,STPY.0321.00038,1,141758,153400,+
96,STPY.0321.00117,1,612113,623756,-
96,STPY.0321.00122,1,1142404,1154046,+
96,STPY.0321.00042,1,655403,667047,-
96,STPY.0321.00028,1,600485,612130,-
96,STPY.0321.00019,1,1173709,1185353,+
96,STPY.0321.00092,1,584359,596003,-
96,STPY.0321.00124,1,1220615,1232258,+
96,STPY.0321.00207,1,598784,610435,-
96,STPY.0321.00209,1,589998,601643,-
96,STPY.0321.00214,1,587377,599020,-
96,STPY.0321.00191,1,1251332,1262976,+
96,STPY.0321.00211,1,566249,577887,-
96,STPY.0321.00138,1,1168548,1180192,+
96,STPY.0321.00002,1,1589284,1600929,-
96,STPY.0321.00212,1,566242,577880,-
96,STPY.0321.00210,1,1337376,1349020,+
96,STPY.0321.00173,1,563463,575104,-
96,STPY.0321.00175,1,590677,602320,-
96,STPY.0321.00172,1,1168430,1180072,+
96,STPY.0321.00170,1,642319,653964,-
96,STPY.0321.00069,1,627509,639155,-
96,STPY.0321.00179,1,1175292,1186936,+
96,STPY.0321.00182,1,650985,662629,-
96,STPY.0321.00189,1,599670,611315,-
96,STPY.0321.00010,1,560535,572170,-
96,STPY.0321.00024,1,1235127,1246772,+
96,STPY.0321.00058,1,1277206,1288851,+
96,STPY.0321.00021,1,1129275,1140910,+
96,STPY.0321.00159,1,1220760,1232402,+
96,STPY.0321.00178,1,574461,586106,-
96,STPY.0321.00188,1,611832,623475,-
96,STPY.0321.00040,1,584840,596492,-
96,STPY.0321.00106,1,640453,652098,-
96,STPY.0321.00017,1,1139618,1151260,+
96,STPY.0321.00186,1,605782,617425,-
96,STPY.0321.00111,1,587561,599204,-
96,STPY.0321.00030,1,579443,591071,-
96,STPY.0321.00185,1,628915,640558,-
96,STPY.0321.00190,1,1237262,1248907,+
96,STPY.0321.00180,1,1204881,1216531,+
96,STPY.0321.00181,1,565728,577372,-
96,STPY.0321.00023,1,1279905,1291550,+
96,STPY.0321.00184,1,1205327,1216969,+
96,STPY.0321.00183,1,616166,627811,-
96,STPY.0321.00165,1,594842,606487,-
96,STPY.0321.00047,1,1277450,1289095,+
96,STPY.0321.00095,1,586489,598132,-
96,STPY.0321.00039,1,1231435,1243080,+
96,STPY.0321.00036,1,607109,618754,-
96,STPY.0321.00076,1,1236414,1248059,+
96,STPY.0321.00035,1,1205817,1217461,+
96,STPY.0321.00027,1,586503,598149,-
96,STPY.0321.00031,1,642246,653891,-
96,STPY.0321.00034,1,581808,593449,-
96,STPY.0321.00158,1,999962,1011603,+
96,STPY.0321.00052,1,1288712,1300357,+
96,STPY.0321.00029,1,612032,623675,-
96,STPY.0321.00054,1,1278457,1290102,+
96,STPY.0321.00150,1,583430,595075,-
96,STPY.0321.00177,1,1172878,1184522,+
96,STPY.0321.00011,1,690500,702143,-
96,STPY.0321.00009,1,629019,640656,-
96,STPY.0321.00020,1,690490,702133,-
96,STPY.0321.00008,1,566249,577887,-
96,STPY.0321.00013,1,1254028,1265668,+
96,STPY.0321.00014,1,580166,591810,-
96,STPY.0321.00018,1,690511,702154,-
96,STPY.0321.00012,1,585298,596943,-
96,STPY.0321.00081,1,677618,689263,-
96,STPY.0321.00045,1,586776,598422,-
96,STPY.0321.00004,1,1276454,1288096,+
96,STPY.0321.00006,1,257311,268953,-
96,STPY.0321.00196,1,1210228,1221872,+
96,STPY.0321.00015,1,595821,607466,-
96,STPY.0321.00025,1,1238453,1250095,+
96,STPY.0321.00022,1,1235945,1247590,+
96,STPY.0321.00149,1,588853,600497,-
96,STPY.0321.00026,1,627726,639369,-
96,STPY.0321.00016,1,653773,665418,-
97,STPY.0321.00072,1,1246283,1250277,+
97,STPY.0321.00071,1,1287757,1291751,+
97,STPY.0321.00070,1,1238183,1242177,+
97,STPY.0321.00079,1,623775,627769,-
97,STPY.0321.00080,1,643645,647639,-
97,STPY.0321.00062,1,1247195,1251189,+
97,STPY.0321.00061,1,1308510,1312504,+
97,STPY.0321.00082,1,613552,617546,-
97,STPY.0321.00057,1,1308510,1312504,+
97,STPY.0321.00067,1,607102,611096,-
97,STPY.0321.00065,1,1247584,1251578,+
97,STPY.0321.00066,1,622906,626900,-
97,STPY.0321.00064,1,589726,593721,-
97,STPY.0321.00077,1,1303225,1307219,+
97,STPY.0321.00101,1,607799,611793,-
97,STPY.0321.00102,1,606786,610780,-
97,STPY.0321.00108,1,1343887,1347885,+
97,STPY.0321.00103,1,576089,580083,-
97,STPY.0321.00109,1,1158605,1162599,+
97,STPY.0321.00105,1,581961,585955,-
97,STPY.0321.00087,1,1183598,1187593,+
97,STPY.0321.00097,1,588077,592071,-
97,STPY.0321.00089,1,574613,578607,-
97,STPY.0321.00075,1,1247210,1251204,+
97,STPY.0321.00083,1,663890,667884,-
97,STPY.0321.00086,1,1146971,1150965,+
97,STPY.0321.00085,1,1158540,1162534,+
97,STPY.0321.00094,1,586428,590423,-
97,STPY.0321.00096,1,584851,588845,-
97,STPY.0321.00093,1,584082,588076,-
97,STPY.0321.00091,1,623849,627843,-
97,STPY.0321.00217,1,1493906,1497904,-
97,STPY.0321.00219,1,181739,185733,+
97,STPY.0321.00213,1,603459,607453,-
97,STPY.0321.00216,1,1336912,1340910,+
97,STPY.0321.00197,1,663538,667532,-
97,STPY.0321.00203,1,622240,626234,-
97,STPY.0321.00218,1,1235239,1239233,+
97,STPY.0321.00204,1,615668,619662,-
97,STPY.0321.00199,1,554878,558876,-
97,STPY.0321.00110,1,1683899,1687893,-
97,STPY.0321.00200,1,600890,604884,-
97,STPY.0321.00099,1,1274611,1278605,+
97,STPY.0321.00051,1,1332320,1336314,+
97,STPY.0321.00198,1,1337858,1341856,+
97,STPY.0321.00128,1,1236471,1240465,+
97,STPY.0321.00033,1,568491,572485,-
97,STPY.0321.00130,1,1236377,1240371,+
97,STPY.0321.00129,1,648591,652585,-
97,STPY.0321.00127,1,1258074,1262068,+
97,STPY.0321.00208,1,588578,592572,-
97,STPY.0321.00068,1,1246640,1250634,+
97,STPY.0321.00050,1,700216,704203,-
97,STPY.0321.00201,1,584717,588711,-
97,STPY.0321.00056,1,1248563,1252557,+
97,STPY.0321.00133,1,579436,583430,-
97,STPY.0321.00134,1,1219816,1223810,+
97,STPY.0321.00078,1,1247447,1251441,+
97,STPY.0321.00132,1,1323123,1327117,+
97,STPY.0321.00115,1,1459949,1463943,+
97,STPY.0321.00001,1,596665,600660,-
97,STPY.0321.00053,1,582732,586726,-
97,STPY.0321.00090,1,1209642,1213636,+
97,STPY.0321.00202,1,582875,586869,-
97,STPY.0321.00048,1,608842,612835,-
97,STPY.0321.00113,1,596356,600351,-
97,STPY.0321.00114,1,596433,600428,-
97,STPY.0321.00121,1,601797,605792,-
97,STPY.0321.00137,1,579174,583168,-
97,STPY.0321.00161,1,604518,608517,-
97,STPY.0321.00007,1,1343582,1347580,+
97,STPY.0321.00205,1,643645,647639,-
97,STPY.0321.00131,1,601903,605897,-
97,STPY.0321.00147,1,1200562,1204556,+
97,STPY.0321.00126,1,606805,610799,-
97,STPY.0321.00098,1,1245307,1249301,+
97,STPY.0321.00116,1,1135065,1139059,-
97,STPY.0321.00156,1,675977,679971,-
97,STPY.0321.00187,1,613105,617099,-
97,STPY.0321.00120,1,1234228,1238223,+
97,STPY.0321.00100,1,1202535,1206529,+
97,STPY.0321.00032,1,1288534,1292528,+
97,STPY.0321.00195,1,623657,627651,-
97,STPY.0321.00084,1,1197048,1201042,+
97,STPY.0321.00215,1,585488,589482,-
97,STPY.0321.00148,1,613332,617325,-
97,STPY.0321.00104,1,618135,622129,-
97,STPY.0321.00171,1,576998,580992,-
97,STPY.0321.00003,1,1337381,1341379,+
97,STPY.0321.00162,1,618219,622205,-
97,STPY.0321.00160,1,575637,579632,-
97,STPY.0321.00142,1,1255631,1259625,+
97,STPY.0321.00063,1,612531,616525,-
97,STPY.0321.00107,1,1225159,1229153,+
97,STPY.0321.00140,1,575810,579804,-
97,STPY.0321.00073,1,1248859,1252853,+
97,STPY.0321.00125,1,683391,687385,-
97,STPY.0321.00123,1,613536,617530,-
97,STPY.0321.00136,1,1150116,1154110,+
97,STPY.0321.00194,1,596279,600273,-
97,STPY.0321.00145,1,582908,586902,-
97,STPY.0321.00059,1,567681,571675,-
97,STPY.0321.00135,1,1266940,1270934,+
97,STPY.0321.00151,1,1191244,1195231,+
97,STPY.0321.00005,1,582565,586559,-
97,STPY.0321.00206,1,583523,587519,-
