Seq_id	Size	Description
100	-	611919	600274	11645
101	-	598548	586903	11645
102	-	583321	571676	11645
103	+	1255294	1266935	11641
104	+	1179598	1191242	11644
105	-	598206	586560	11646
106	-	599172	587520	11652
107	-	403234	391596	11638
108	+	1001930	1013573	11643
109	-	715591	703956	11635
110	+	1223853	1235498	11645
111	+	1219928	1231573	11645
112	-	596788	585143	11645
113	-	589016	577371	11645
114	+	913189	924833	11644
115	-	577849	566205	11644
116	-	620331	608686	11645
117	-	615439	603900	11539
118	+	1291416	1303061	11645
119	-	63984	52346	11638
120	+	1210949	1222593	11644
121	+	1209861	1221505	11644
122	-	626872	615227	11645
123	+	1160898	1172533	11635
124	+	1237356	1249001	11645
125	+	1204066	1215708	11642
126	-	616903	605259	11644
127	-	639983	628349	11634
128	-	604573	592928	11645
129	+	1298611	1310256	11645
130	-	642827	631152	11675
131	+	1319913	1331558	11645
132	+	1195911	1207555	11644
133	+	1236007	1247652	11645
134	+	1220542	1232184	11642
135	+	1290425	1302070	11645
136	-	611676	600032	11644
137	+	1236581	1248226	11645
138	-	649980	638335	11645
139	-	623844	612199	11645
140	+	141758	153400	11642
141	-	623756	612113	11643
142	+	1142404	1154046	11642
143	-	667047	655403	11644
144	-	612130	600485	11645
145	+	1173709	1185353	11644
146	-	596003	584359	11644
147	+	1220615	1232258	11643
148	-	610435	598784	11651
149	-	601643	589998	11645
150	-	599020	587377	11643
151	+	1251332	1262976	11644
152	-	577887	566249	11638
153	+	1168548	1180192	11644
154	-	1600929	1589284	11645
155	-	577880	566242	11638
156	+	1337376	1349020	11644
157	-	575104	563463	11641
158	-	602320	590677	11643
159	+	1168430	1180072	11642
160	-	653964	642319	11645
161	-	639155	627509	11646
162	+	1175292	1186936	11644
163	-	662629	650985	11644
164	-	611315	599670	11645
165	-	572170	560535	11635
166	+	1235127	1246772	11645
167	+	1277206	1288851	11645
168	+	1129275	1140910	11635
169	+	1220760	1232402	11642
170	-	586106	574461	11645
171	-	623475	611832	11643
172	-	596492	584840	11652
173	-	652098	640453	11645
174	+	1139618	1151260	11642
175	-	617425	605782	11643
176	-	599204	587561	11643
177	-	591071	579443	11628
178	-	640558	628915	11643
179	+	1237262	1248907	11645
180	+	1204881	1216531	11650
181	-	577372	565728	11644
182	+	1279905	1291550	11645
183	+	1205327	1216969	11642
184	-	627811	616166	11645
185	-	606487	594842	11645
186	+	1277450	1289095	11645
187	-	598132	586489	11643
188	+	1231435	1243080	11645
189	-	618754	607109	11645
190	+	1236414	1248059	11645
191	+	1205817	1217461	11644
192	-	598149	586503	11646
193	-	653891	642246	11645
194	-	593449	581808	11641
195	+	999962	1011603	11641
196	+	1288712	1300357	11645
197	-	623675	612032	11643
198	+	1278457	1290102	11645
199	-	595075	583430	11645
200	+	1172878	1184522	11644
201	-	702143	690500	11643
202	-	640656	629019	11637
203	-	702133	690490	11643
204	-	577887	566249	11638
205	+	1254028	1265668	11640
206	-	591810	580166	11644
207	-	702154	690511	11643
208	-	596943	585298	11645
209	-	689263	677618	11645
210	-	598422	586776	11646
211	+	1276454	1288096	11642
212	-	268953	257311	11642
213	+	1210228	1221872	11644
214	-	607466	595821	11645
215	+	1238453	1250095	11642
216	+	1235945	1247590	11645
217	-	600497	588853	11644
218	-	639369	627726	11643
219	-	665418	653773	11645
--------------------------------------------------------------------------------
Block #97
Seq_id	Strand	Start	End	Length
1	+	1246283	1250277	3994
2	+	1287757	1291751	3994
3	+	1238183	1242177	3994
4	-	627769	623775	3994
5	-	647639	643645	3994
6	+	1247195	1251189	3994
7	+	1308510	1312504	3994
8	-	617546	613552	3994
9	+	1308510	1312504	3994
10	-	611096	607102	3994
11	+	1247584	1251578	3994
12	-	626900	622906	3994
13	-	593721	589726	3995
14	+	1303225	1307219	3994
15	-	611793	607799	3994
16	-	610780	606786	3994
17	+	1343887	1347885	3998
18	-	580083	576089	3994
19	+	1158605	1162599	3994
20	-	585955	581961	3994
21	+	1183598	1187593	3995
22	-	592071	588077	3994
23	-	578607	574613	3994
24	+	1247210	1251204	3994
25	-	667884	663890	3994
26	+	1146971	1150965	3994
27	+	1158540	1162534	3994
28	-	590423	586428	3995
29	-	588845	584851	3994
30	-	588076	584082	3994
31	-	627843	623849	3994
32	-	1497904	1493906	3998
33	+	181739	185733	3994
34	-	607453	603459	3994
35	+	1336912	1340910	3998
36	-	667532	663538	3994
37	-	626234	622240	3994
38	+	1235239	1239233	3994
39	-	619662	615668	3994
40	-	558876	554878	3998
41	-	1687893	1683899	3994
42	-	604884	600890	3994
43	+	1274611	1278605	3994
44	+	1332320	1336314	3994
45	+	1337858	1341856	3998
46	+	1236471	1240465	3994
47	-	572485	568491	3994
48	+	1236377	1240371	3994
49	-	652585	648591	3994
50	+	1258074	1262068	3994
51	-	592572	588578	3994
52	+	1246640	1250634	3994
53	-	704203	700216	3987
54	-	588711	584717	3994
55	+	1248563	1252557	3994
56	-	583430	579436	3994
57	+	1219816	1223810	3994
58	+	1247447	1251441	3994
59	+	1323123	1327117	3994
60	+	1459949	1463943	3994
61	-	600660	596665	3995
62	-	586726	582732	3994
63	+	1209642	1213636	3994
64	-	586869	582875	3994
65	-	612835	608842	3993
66	-	600351	596356	3995
67	-	600428	596433	3995
68	-	605792	601797	3995
69	-	583168	579174	3994
70	-	608517	604518	3999
71	+	1343582	1347580	3998
72	-	647639	643645	3994
73	-	605897	601903	3994
74	+	1200562	1204556	3994
75	-	610799	606805	3994
76	+	1245307	1249301	3994
77	-	1139059	1135065	3994
78	-	679971	675977	3994
79	-	617099	613105	3994
80	+	1234228	1238223	3995
81	+	1202535	1206529	3994
82	+	1288534	1292528	3994
83	-	627651	623657	3994
84	+	1197048	1201042	3994
85	-	589482	585488	3994
86	-	617325	613332	3993
87	-	622129	618135	3994
88	-	580992	576998	3994
89	+	1337381	1341379	3998
90	-	622205	618219	3986
91	-	579632	575637	3995
92	+	1255631	1259625	3994
93	-	616525	612531	3994
94	+	1225159	1229153	3994
95	-	579804	575810	3994
96	+	1248859	1252853	3994
97	-	687385	683391	3994
98	-	617530	613536	3994
99	+	1150116	1154110	3994
100	-	600273	596279	3994
101	-	586902	582908	3994
102	-	571675	567681	3994
103	+	1266940	1270934	3994
104	+	1191244	1195231	3987
105	-	586559	582565	3994
106	-	587519	583523	3996
107	-	391585	387591	3994
108	+	1013575	1017570	3995
109	-	703955	699961	3994
110	+	1235500	1239493	3993
111	+	1273222	1277213	3991
112	-	585142	581148	3994
113	-	577370	573376	3994
114	+	924835	928829	3994
115	-	566204	562209	3995
116	-	608685	604691	3994
117	-	603899	599905	3994
118	+	1303063	1307059	3996
119	-	52335	48341	3994
120	+	1222595	1226589	3994
121	+	1221507	1225494	3987
122	-	615226	611232	3994
123	+	1172544	1176536	3992
124	+	1249003	1252997	3994
125	+	1215710	1219704	3994
126	-	605258	601263	3995
127	-	628338	624344	3994
128	-	592927	588940	3987
129	+	1310268	1314251	3983
130	-	631150	627157	3993
131	+	1331560	1335554	3994
132	+	1207557	1211551	3994
133	+	1247654	1251648	3994
134	+	1232186	1236180	3994
135	+	1302072	1306066	3994
136	-	600031	596036	3995
137	+	1248228	1252222	3994
138	-	638334	634340	3994
139	-	612198	608204	3994
140	+	153402	157388	3986
141	-	612112	608118	3994
142	+	1154048	1158035	3987
143	-	655402	651407	3995
144	-	600484	596489	3995
145	+	1185355	1189342	3987
146	-	584358	580364	3994
147	+	1274234	1278225	3991
148	-	598783	594789	3994
149	-	589997	586003	3994
150	-	587376	583382	3994
151	+	1262978	1266972	3994
152	-	566238	562244	3994
153	+	1180194	1184188	3994
154	-	1589283	1585289	3994
155	-	566231	562237	3994
156	+	1349022	1353016	3994
157	-	563462	559463	3999
158	-	590665	586682	3983
159	+	1180074	1184068	3994
160	-	642318	638324	3994
161	-	627508	623514	3994
162	+	1186938	1190932	3994
163	-	650984	646989	3995
164	-	599669	595675	3994
165	-	560524	556532	3992
166	+	1246774	1250768	3994
167	+	1288853	1292847	3994
168	+	1140921	1144913	3992
169	+	1232404	1236398	3994
170	-	574460	570466	3994
171	-	611831	607837	3994
172	-	584839	580843	3996
173	-	640452	636457	3995
174	+	1151262	1155249	3987
175	-	605781	601787	3994
176	-	587547	583559	3988
177	-	579442	575448	3994
178	-	628914	624920	3994
179	+	1248909	1252903	3994
180	+	1216533	1220527	3994
181	-	565727	561732	3995
182	+	1291552	1295546	3994
183	+	1216971	1220962	3991
184	-	616165	612171	3994
185	-	594841	590847	3994
186	+	1289097	1293091	3994
187	-	586488	582494	3994
188	+	1243082	1247076	3994
189	-	607107	603114	3993
190	+	1248061	1252055	3994
191	+	1217463	1221458	3995
192	-	586502	582508	3994
193	-	642245	638251	3994
194	-	581807	577813	3994
195	+	1011605	1015604	3999
196	+	1300359	1304353	3994
197	-	612031	608037	3994
198	+	1290104	1294098	3994
199	-	583429	579435	3994
200	+	1184524	1188518	3994
201	-	690499	686505	3994
202	-	629018	625023	3995
203	-	690489	686495	3994
204	-	566238	562244	3994
205	+	1265670	1269668	3998
206	-	580165	576170	3995
207	-	690510	686516	3994
208	-	585297	581303	3994
209	-	677617	673623	3994
210	-	586775	582781	3994
211	+	1288098	1292092	3994
212	-	257310	253311	3999
213	+	1221874	1225868	3994
214	-	595820	591824	3996
215	+	1250097	1254091	3994
216	+	1247592	1251586	3994
217	-	588852	584858	3994
218	-	627725	623731	3994
219	-	653772	649778	3994
--------------------------------------------------------------------------------
Block #98
Seq_id	Strand	Start	End	Length
1	+	1250278	1259734	9456
2	+	1291752	1301208	9456
3	+	1242178	1251634	9456
4	-	623773	614643	9130
5	-	643643	634513	9130
6	+	1251190	1260646	9456
7	+	1312505	1321961	9456
8	-	613550	604093	9457
9	+	1312505	1321961	9456
10	-	607100	597970	9130
11	+	1251579	1261035	9456
12	-	622904	613774	9130
13	-	589724	580577	9147
14	+	1307220	1316676	9456
15	-	607797	598667	9130
16	-	606784	597654	9130
17	+	1347886	1357342	9456
18	-	576087	566959	9128
19	+	1162600	1171731	9131
20	-	581959	572829	9130
21	+	1187594	1197052	9458
22	-	588075	578945	9130
23	-	574611	565464	9147
24	+	1251205	1260661	9456
25	-	663888	654758	9130
26	+	1150966	1160097	9131
27	+	1162535	1171666	9131
28	-	586426	577298	9128
29	-	584849	575395	9454
30	-	584080	574949	9131
31	-	623847	614717	9130
32	-	1493904	1484449	9455
33	+	185734	194865	9131
34	-	603457	594327	9130
35	+	1340911	1350367	9456
36	-	663536	654083	9453
37	-	622238	613108	9130
38	+	1239234	1248365	9131
39	-	615666	606535	9131
40	-	554876	545421	9455
41	-	1683897	1674767	9130
42	-	600888	591431	9457
43	+	1278606	1288063	9457
44	+	1336315	1345771	9456
45	+	1341857	1351313	9456
46	+	1240466	1249922	9456
47	-	568489	559358	9131
48	+	1240372	1249828	9456
49	-	648589	639134	9455
50	+	1262069	1271200	9131
51	-	588576	579448	9128
52	+	1250635	1260091	9456
53	-	698852	689750	9102
54	-	584715	575585	9130
55	+	1252558	1262014	9456
56	-	579434	570304	9130
57	+	1223811	1232942	9131
58	+	1251442	1260898	9456
59	+	1328218	1337660	9442
60	+	1463944	1473075	9131
61	-	596663	587533	9130
62	-	582730	573275	9455
63	+	1213637	1222785	9148
64	-	582873	573418	9455
65	-	608840	599710	9130
66	-	596354	587224	9130
67	-	596431	587301	9130
68	-	601795	592665	9130
69	-	579172	570042	9130
70	-	604516	595388	9128
71	+	1347581	1357037	9456
72	-	643643	634240	9403
73	-	601901	592771	9130
74	+	1204557	1213688	9131
75	-	606803	597348	9455
76	+	1249302	1258450	9148
77	-	1135063	1125933	9130
78	-	675975	666521	9454
79	-	613103	603648	9455
80	+	1238224	1247355	9131
81	+	1206530	1215985	9455
82	+	1292529	1301985	9456
83	-	623655	614525	9130
84	+	1201043	1210174	9131
85	-	585486	576031	9455
86	-	613330	604200	9130
87	-	618133	609003	9130
88	-	576996	567866	9130
89	+	1341380	1350836	9456
90	-	616856	607754	9102
91	-	575635	566505	9130
92	+	1259626	1269084	9458
93	-	612529	603398	9131
94	+	1229154	1238580	9426
95	-	575808	566353	9455
96	+	1252854	1262310	9456
97	-	683389	673934	9455
98	-	613534	604079	9455
99	+	1154111	1163567	9456
100	-	596277	587147	9130
101	-	582906	573776	9130
102	-	567679	558548	9131
103	+	1270935	1280065	9130
104	+	1196614	1205739	9125
105	-	582563	573108	9455
106	-	583521	574067	9454
107	-	387589	378146	9443
108	+	1017571	1026702	9131
109	-	699959	690829	9130
110	+	1239494	1248625	9131
111	+	1277214	1286345	9131
112	-	581146	572016	9130
113	-	573374	564243	9131
114	+	928830	937961	9131
115	-	562207	553077	9130
116	-	604689	595558	9131
117	-	599903	590773	9130
118	+	1307060	1316191	9131
119	-	48339	38882	9457
120	+	1226590	1236046	9456
121	+	1226877	1236002	9125
122	-	611230	602099	9131
123	+	1176537	1185993	9456
124	+	1252998	1262454	9456
125	+	1219705	1229161	9456
126	-	601261	592131	9130
127	-	624342	614888	9454
128	-	587576	578474	9102
129	+	1314252	1323381	9129
130	-	627155	618025	9130
131	+	1335555	1345011	9456
132	+	1211552	1220683	9131
133	+	1251649	1261105	9456
134	+	1236181	1245637	9456
135	+	1306067	1315523	9456
136	-	596034	586904	9130
137	+	1252223	1261679	9456
138	-	634338	625208	9130
139	-	608202	598744	9458
140	+	158752	167854	9102
141	-	608116	598986	9130
142	+	1159399	1168502	9103
143	-	651405	642275	9130
144	-	596487	587357	9130
145	+	1190725	1199850	9125
146	-	580362	570907	9455
147	+	1278226	1287682	9456
148	-	594787	585658	9129
149	-	586001	576873	9128
150	-	583380	574250	9130
151	+	1266973	1276429	9456
152	-	562242	552785	9457
153	+	1184189	1193320	9131
154	-	1585287	1576157	9130
155	-	562235	552778	9457
156	+	1353017	1362148	9131
157	-	559461	550330	9131
158	-	586680	577225	9455
159	+	1184069	1193530	9461
160	-	638322	628864	9458
161	-	623512	614057	9455
162	+	1190933	1200064	9131
163	-	646987	637857	9130
164	-	595673	586215	9458
165	-	556530	547075	9455
166	+	1250769	1260225	9456
167	+	1292848	1302304	9456
168	+	1144914	1154370	9456
169	+	1236399	1245855	9456
170	-	570464	561009	9455
171	-	607835	598705	9130
172	-	580841	571387	9454
173	-	636455	627001	9454
174	+	1156613	1165716	9103
175	-	601785	592655	9130
176	-	583557	574427	9130
177	-	575446	565991	9455
178	-	624918	615788	9130
179	+	1252904	1262360	9456
180	+	1220528	1229986	9458
181	-	561730	552276	9454
182	+	1295547	1305003	9456
183	+	1220965	1230097	9132
184	-	612169	603038	9131
185	-	590845	581390	9455
186	+	1293092	1302548	9456
187	-	582492	573037	9455
188	+	1247077	1256533	9456
189	-	603112	593982	9130
190	+	1252056	1261512	9456
191	+	1221459	1230903	9444
192	-	582506	573051	9455
193	-	638249	628791	9458
194	-	577811	568681	9130
195	+	1015605	1025061	9456
196	+	1304354	1313810	9456
197	-	608035	598905	9130
198	+	1294099	1303555	9456
199	-	579433	570303	9130
200	+	1188519	1197648	9129
201	-	686503	677048	9455
202	-	625021	615564	9457
203	-	686493	677038	9455
204	-	562242	552785	9457
205	+	1269669	1279125	9456
206	-	576168	567038	9130
207	-	686514	677059	9455
208	-	581301	572171	9130
209	-	673621	664491	9130
210	-	582779	573324	9455
211	+	1292093	1301224	9131
212	-	253309	243854	9455
213	+	1225869	1235325	9456
214	-	591822	582692	9130
215	+	1254092	1263223	9131
216	+	1251587	1261043	9456
217	-	584856	575726	9130
218	-	623729	614599	9130
219	-	649776	640646	9130
--------------------------------------------------------------------------------
Block #99
Seq_id	Strand	Start	End	Length
1	+	1259977	1263909	3932
2	+	1301451	1305383	3932
3	+	1251877	1255809	3932
4	-	614400	610468	3932
5	-	634254	630322	3932
6	+	1260889	1264821	3932
7	+	1322220	1326153	3933
8	-	603850	599919	3931
9	+	1322220	1326153	3933
10	-	597727	593795	3932
11	+	1261278	1265210	3932
12	-	613531	609599	3932
13	-	580307	576386	3921
14	+	1316919	1320851	3932
15	-	598423	594491	3932
16	-	597354	593467	3887
17	+	1357585	1361518	3933
18	-	566716	562784	3932
19	+	1171974	1175906	3932
20	-	572586	568654	3932
21	+	1197295	1201227	3932
22	-	578701	574769	3932
23	-	565205	561273	3932
24	+	1260904	1264836	3932
25	-	654515	650583	3932
26	+	1160341	1164274	3933
27	+	1173273	1177182	3909
28	-	577055	573123	3932
29	-	575152	571219	3933
30	-	574706	570774	3932
31	-	614474	610542	3932
32	-	1484206	1480273	3933
33	+	195108	199040	3932
34	-	594083	590151	3932
35	+	1350610	1354543	3933
36	-	653840	649908	3932
37	-	612865	608933	3932
38	+	1248624	1252507	3883
39	-	606292	602360	3932
40	-	545178	541245	3933
41	-	1674523	1670591	3932
42	-	591188	587256	3932
43	+	1288306	1292238	3932
44	+	1346014	1349946	3932
45	+	1351563	1355496	3933
46	+	1250165	1254097	3932
47	-	559115	555183	3932
48	+	1250071	1254003	3932
49	-	638891	634959	3932
50	+	1271443	1275375	3932
51	-	579205	575273	3932
52	+	1260334	1264266	3932
53	-	689507	685575	3932
54	-	575341	571409	3932
55	+	1262257	1266189	3932
56	-	570061	566129	3932
57	+	1233185	1237117	3932
58	+	1261141	1265073	3932
59	+	1337903	1341835	3932
60	+	1473319	1477251	3932
61	-	587290	583358	3932
62	-	573032	569100	3932
63	+	1223044	1226977	3933
64	-	573175	569243	3932
65	-	599467	595535	3932
66	-	586981	583049	3932
67	-	587058	583126	3932
68	-	592422	588490	3932
69	-	569799	565867	3932
70	-	595145	591213	3932
71	+	1357280	1361213	3933
72	-	633152	629221	3931
73	-	592527	588595	3932
74	+	1213931	1217863	3932
75	-	597089	593158	3931
76	+	1258693	1262625	3932
77	-	1125689	1121757	3932
78	-	666278	662346	3932
79	-	603389	599458	3931
80	+	1247598	1251530	3932
81	+	1216228	1220160	3932
82	+	1302228	1306160	3932
83	-	614281	610349	3932
84	+	1210417	1214350	3933
85	-	575772	571839	3933
86	-	603956	600024	3932
87	-	608760	604828	3932
88	-	567623	563691	3932
89	+	1351079	1355012	3933
90	-	607511	603579	3932
91	-	566262	562330	3932
92	+	1269327	1273260	3933
93	-	603155	599223	3932
94	+	1238823	1242755	3932
95	-	566110	562178	3932
96	+	1262553	1266485	3932
97	-	673675	669744	3931
98	-	603820	599889	3931
99	+	1163810	1167742	3932
100	-	586903	582971	3932
101	-	573517	569584	3933
102	-	558305	554373	3932
103	+	1280309	1284241	3932
104	+	1205982	1209914	3932
105	-	572865	568933	3932
106	-	573823	569891	3932
107	-	377903	373971	3932
108	+	1026945	1030877	3932
109	-	690587	686655	3932
110	+	1248869	1252801	3932
111	+	1286589	1290521	3932
112	-	571773	567841	3932
113	-	564000	560068	3932
114	+	938204	942136	3932
115	-	552834	548902	3932
116	-	595315	591383	3932
117	-	590530	586598	3932
118	+	1316434	1320366	3932
119	-	38639	34707	3932
120	+	1236289	1240221	3932
121	+	1236245	1240177	3932
122	-	601856	597924	3932
123	+	1186236	1190168	3932
124	+	1262697	1266629	3932
125	+	1229404	1233336	3932
126	-	591888	587956	3932
127	-	614645	610713	3932
128	-	578231	574299	3932
129	+	1323641	1327573	3932
130	-	617781	613849	3932
131	+	1345254	1349186	3932
132	+	1220926	1224859	3933
133	+	1261348	1265280	3932
134	+	1245896	1249827	3931
135	+	1315766	1319698	3932
136	-	586661	582729	3932
137	+	1261922	1265854	3932
138	-	624965	621033	3932
139	-	598501	594569	3932
140	+	168098	172030	3932
141	-	598742	594810	3932
142	+	1168762	1172694	3932
143	-	642032	638100	3932
144	-	587113	583181	3932
145	+	1200093	1204025	3932
146	-	570664	566732	3932
147	+	1287941	1291872	3931
148	-	585413	581481	3932
149	-	576630	572698	3932
150	-	574006	570074	3932
151	+	1276672	1280604	3932
152	-	552542	548610	3932
153	+	1193563	1197495	3932
154	-	1575898	1571965	3933
155	-	552535	548603	3932
156	+	1362391	1366323	3932
157	-	550087	546155	3932
158	-	576982	573050	3932
159	+	1193773	1197706	3933
160	-	628621	624689	3932
161	-	613814	609882	3932
162	+	1200307	1204239	3932
163	-	637614	633682	3932
164	-	585972	582040	3932
165	-	546832	542900	3932
166	+	1260468	1264400	3932
167	+	1302547	1306479	3932
168	+	1154613	1158545	3932
169	+	1246114	1250045	3931
170	-	560766	556834	3932
171	-	598461	594529	3932
172	-	571143	567211	3932
173	-	626757	622825	3932
174	+	1165976	1169908	3932
175	-	592411	588479	3932
176	-	574183	570251	3932
177	-	565748	561816	3932
178	-	615544	611612	3932
179	+	1262603	1266535	3932
180	+	1230245	1234178	3933
181	-	552033	548101	3932
182	+	1305246	1309178	3932
183	+	1230341	1234273	3932
184	-	602795	598863	3932
185	-	581131	577198	3933
186	+	1302791	1306723	3932
187	-	572794	568862	3932
188	+	1256776	1260708	3932
189	-	593739	589807	3932
190	+	1261755	1265687	3932
191	+	1231146	1235078	3932
192	-	572808	568876	3932
193	-	628548	624616	3932
194	-	568437	564505	3932
195	+	1025304	1029236	3932
196	+	1314053	1317985	3932
197	-	598661	594729	3932
198	+	1303798	1307730	3932
199	-	570060	566128	3932
200	+	1197891	1201823	3932
201	-	676789	672858	3931
202	-	615321	611389	3932
203	-	676779	672848	3931
204	-	552542	548610	3932
205	+	1279368	1283301	3933
206	-	566795	562863	3932
207	-	676800	672869	3931
208	-	571928	567996	3932
209	-	664232	660300	3932
210	-	573081	569149	3932
211	+	1301468	1305400	3932
212	-	243611	239679	3932
213	+	1235568	1239500	3932
214	-	582448	578516	3932
215	+	1263467	1267399	3932
216	+	1261286	1265218	3932
217	-	575483	571551	3932
218	-	614355	610423	3932
219	-	640403	636471	3932
--------------------------------------------------------------------------------
Block #100
Seq_id	Strand	Start	End	Length
1	+	1263910	1275807	11897
2	+	1305384	1317281	11897
3	+	1255810	1267707	11897
4	-	610466	598571	11895
5	-	630320	618425	11895
6	+	1264822	1276719	11897
7	+	1326154	1338051	11897
8	-	599917	588020	11897
9	+	1326154	1338051	11897
10	-	593793	581855	11938
11	+	1265211	1277108	11897
12	-	609597	597702	11895
13	-	576384	564488	11896
14	+	1320852	1332749	11897
15	-	594489	582594	11895
16	-	593465	581570	11895
17	+	1361519	1373415	11896
18	-	562782	550887	11895
19	+	1175907	1187804	11897
20	-	568652	556756	11896
21	+	1201228	1213120	11892
22	-	574767	562873	11894
23	-	561271	549386	11885
24	+	1264837	1276734	11897
25	-	650581	638690	11891
26	+	1164275	1176171	11896
27	+	1177183	1189080	11897
28	-	573121	561223	11898
29	-	571217	559321	11896
30	-	570772	558886	11886
31	-	610540	598644	11896
32	-	1480271	1468376	11895
33	+	199041	210937	11896
34	-	590149	578254	11895
35	+	1354544	1366440	11896
36	-	649906	638020	11886
37	-	608931	597035	11896
38	+	1253868	1265780	11912
39	-	602358	590462	11896
40	-	541243	529348	11895
41	-	1670589	1658694	11895
42	-	587254	575358	11896
43	+	1292239	1304155	11916
44	+	1349947	1361843	11896
45	+	1355497	1367393	11896
46	+	1254098	1265995	11897
47	-	555181	543286	11895
48	+	1254004	1265901	11897
49	-	634957	623061	11896
50	+	1275376	1287273	11897
51	-	575271	563385	11886
52	+	1264267	1276164	11897
53	-	685573	673677	11896
54	-	571407	559512	11895
55	+	1266190	1278087	11897
56	-	566127	554231	11896
57	+	1237118	1249014	11896
58	+	1265074	1276971	11897
59	+	1341836	1353733	11897
60	+	1477252	1489148	11896
61	-	583356	571460	11896
62	-	569098	557202	11896
63	+	1226978	1238874	11896
64	-	569241	557343	11898
65	-	595533	583638	11895
66	-	583047	571151	11896
67	-	583124	571228	11896
68	-	588488	576592	11896
69	-	565865	553969	11896
70	-	591211	579316	11895
71	+	1361214	1373110	11896
72	-	629219	617322	11897
73	-	588593	576698	11895
74	+	1217864	1229760	11896
75	-	593156	581260	11896
76	+	1262626	1274522	11896
77	-	1121755	1109860	11895
78	-	662344	650448	11896
79	-	599456	587560	11896
80	+	1251531	1263428	11897
81	+	1220161	1232057	11896
82	+	1306161	1318058	11897
83	-	610347	598452	11895
84	+	1214351	1226247	11896
85	-	571837	559941	11896
86	-	600022	588127	11895
87	-	604826	592931	11895
88	-	563689	551795	11894
89	+	1355013	1366909	11896
90	-	603577	591681	11896
91	-	562328	550432	11896
92	+	1273261	1285158	11897
93	-	599221	587326	11895
94	+	1242756	1254653	11897
95	-	562176	550280	11896
96	+	1266486	1278383	11897
97	-	669742	657846	11896
98	-	599887	587991	11896
99	+	1167743	1179640	11897
100	-	582969	571075	11894
101	-	569582	557686	11896
102	-	554371	542476	11895
103	+	1284242	1296138	11896
104	+	1209915	1221812	11897
105	-	568931	557036	11895
106	-	569889	557993	11896
107	-	373969	362073	11896
108	+	1030878	1042775	11897
109	-	686653	674757	11896
110	+	1252802	1264698	11896
111	+	1290522	1302418	11896
112	-	567839	555944	11895
113	-	560066	548171	11895
114	+	942137	954035	11898
115	-	548900	537004	11896
116	-	591381	579485	11896
117	-	586596	574701	11895
118	+	1320367	1332264	11897
119	-	34705	22809	11896
120	+	1240222	1252120	11898
121	+	1240178	1252075	11897
122	-	597922	586027	11895
123	+	1190169	1202066	11897
124	+	1266630	1278527	11897
125	+	1233337	1245234	11897
126	-	587954	576058	11896
127	-	610711	598825	11886
128	-	574297	562401	11896
129	+	1327574	1339469	11895
130	-	613847	601953	11894
131	+	1349187	1361084	11897
132	+	1224860	1236753	11893
133	+	1265281	1277178	11897
134	+	1249828	1261725	11897
135	+	1319699	1331596	11897
136	-	582727	570831	11896
137	+	1265855	1277752	11897
138	-	621031	609136	11895
139	-	594567	582672	11895
140	+	172031	183927	11896
141	-	594808	582913	11895
142	+	1172695	1184592	11897
143	-	638098	626202	11896
144	-	583179	571285	11894
145	+	1204026	1215923	11897
146	-	566730	554835	11895
147	+	1291873	1303770	11897
148	-	581479	569584	11895
149	-	572696	560810	11886
150	-	570072	558177	11895
151	+	1280605	1292502	11897
152	-	548608	536712	11896
153	+	1197496	1209392	11896
154	-	1571963	1560067	11896
155	-	548601	536705	11896
156	+	1366324	1378220	11896
157	-	546153	534266	11887
158	-	573048	561152	11896
159	+	1197707	1209604	11897
160	-	624687	612793	11894
161	-	609880	597984	11896
162	+	1204240	1216137	11897
163	-	633680	621784	11896
164	-	582038	570144	11894
165	-	542898	531002	11896
166	+	1264401	1276298	11897
167	+	1306480	1318377	11897
168	+	1158546	1170443	11897
169	+	1250046	1261943	11897
170	-	556832	544936	11896
171	-	594527	582632	11895
172	-	567209	555313	11896
173	-	622823	610932	11891
174	+	1169909	1181806	11897
175	-	588477	576582	11895
176	-	570249	558354	11895
177	-	561814	549927	11887
178	-	611610	599715	11895
179	+	1266536	1278433	11897
180	+	1234179	1246076	11897
181	-	548099	536203	11896
182	+	1309179	1321076	11897
183	+	1234274	1246170	11896
184	-	598861	586966	11895
185	-	577196	565300	11896
186	+	1306724	1318621	11897
187	-	568860	556964	11896
188	+	1260709	1272606	11897
189	-	589805	577919	11886
190	+	1265688	1277585	11897
191	+	1235079	1246976	11897
192	-	568874	556978	11896
193	-	624614	612720	11894
194	-	564503	552608	11895
195	+	1029237	1041134	11897
196	+	1317986	1329883	11897
197	-	594727	582832	11895
198	+	1307731	1319628	11897
199	-	566126	554230	11896
200	+	1201824	1213711	11887
201	-	672856	660960	11896
202	-	611387	599492	11895
203	-	672846	660950	11896
204	-	548608	536712	11896
205	+	1283302	1295198	11896
206	-	562861	550965	11896
207	-	672867	660971	11896
208	-	567994	556099	11895
209	-	660298	648404	11894
210	-	569147	557252	11895
211	+	1305401	1317297	11896
212	-	239677	227781	11896
213	+	1239501	1251399	11898
214	-	578514	566618	11896
215	+	1267400	1279296	11896
216	+	1265219	1277116	11897
217	-	571549	559653	11896
218	-	610421	598526	11895
219	-	636469	624574	11895
--------------------------------------------------------------------------------
Block #101
Seq_id	Strand	Start	End	Length
